URL1,URL2,Title1,Title2,Published_Date1,Published_Date2,Paragraph1_of_URL1,Paragraph1_of_URL2,Paragraph2_of_URL1,Paragraph2_of_URL2,Category1,Category2
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://en.nepalkhabar.com/news/detail/16027/,"If your intention is pure, the universe becomes your co-author"," Bihar Election 2025: A battle of caste, crime, and change",2025-11-06,2025-11-06,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","The first phase of the Bihar Legislative Assembly election begins today, November 6, with the second phase scheduled for November 11 and results to be declared on November 14. The election is being watched with intense curiosity not only across India but also in neighboring Nepal, whose politics often mirrors the social complexity and generational aspirations visible in Bihar. With around 74.3 million registered voters deciding the fate of 243 constituencies, this election represents a decisive moment for a state that has long struggled to balance tradition, governance, and aspirations for change.",", animal advocate, and author of ‘","
Bihar remains one of India’s most socially fragmented and economically deprived states. Around 88 percent of its population lives in rural areas, and the state continues to face deep structural inequality despite years of reform rhetoric. The social composition still shapes political outcomes: Extremely Backward Classes (EBCs) make up about 36 percent, Other Backward Classes (OBCs) 27 percent, and Scheduled Castes (SCs) nearly 20 percent of the population. The dominance of caste as a determinant of political loyalty remains, even as young voters show signs of gradual defiance of this traditional arithmetic.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41347,"If your intention is pure, the universe becomes your co-author",President Paudel to return home this afternoon,2025-11-06,2025-11-06,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 6: President Ramchandra Paudel is returning home this afternoon after participating in the Second World Summit for Social Development held in Doha, the capital of Qatar. During the visit, President Paudel addressed the main session of the Summit last Tuesday.",", animal advocate, and author of ‘","He also addressed the high-level roundtable conference on strengthening the three pillars of social development: poverty eradication, full and productive employment and decent work for all, and social inclusion organized during the summit.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41348,"If your intention is pure, the universe becomes your co-author",Donor agencies to support climate-resilient infrastructure development,2025-11-06,2025-11-06,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 6: The Asian Development Bank (ADB), the International Development Association under the World Bank Group, and the Swiss Development Cooperation (SDC) are set to support disaster risk reduction, climate change adaptation, and resilient infrastructure development in Nepal.",", animal advocate, and author of ‘","The three donor agencies have signed a memorandum of understanding (MoU) for the next three years, the World Bank office here said on Wednesday. As per the tripartite understanding, priority will be given to climate-related risk assessment, strengthening of information systems, and climate risk management.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41349,"If your intention is pure, the universe becomes your co-author",Inclusive Rural Development Project Launched in Bardiya with Korean Assistance,2025-11-06,2025-11-06,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 6: The Korean International Cooperation Agency (KOICA) has launched an Inclusive Rural Development Project in Bardiya in collaboration with the Ministry of Federal Affairs and General Administration.",", animal advocate, and author of ‘","The five-year project worth USD 8 million was launched in Bardiya with the first meeting of the project's steering committee being held here on Wednesday. According to a press release issued by KOICA, the meeting was chaired by Joint Secretary of the Ministry of Federal Affairs and General Administration Nita Pokharel Aryal and co-chaired by KOICA Country Director Mooheon Kong.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41330,"If your intention is pure, the universe becomes your co-author",Partial impact of westerly wind in western belt of country,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: The western belt of the country is experiencing a partial impact of the low pressure system caused by the westerly wind, according to Weather Forecasting Division.",", animal advocate, and author of ‘","The weather service predicted a generally cloudy weather in Bagmati, Gandaki, Lumbini and Sudurpaschim provinces, while partly cloudy in rest of the places across the country today.",national,science-and-technology
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41340,"If your intention is pure, the universe becomes your co-author",US government shutdown becomes longest in history,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a",,", animal advocate, and author of ‘","The US government shutdown became the longest ever Wednesday, topping the 35-day record set during Donald Trump's first term, as his administration warned of holiday air travel chaos and threatened Americans' benefits in a bid to force a resolution.",national,international
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41324,"If your intention is pure, the universe becomes your co-author",A Historic Victory and a Grand Reward,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","In a major announcement, the Board of Control for Cricket in India (BCCI) has declared a cash prize of 51 crore rupees for the Indian women's team for winning the 2025 Women's World Cup. This reward is for the players, the management team, and the selection committee. In addition to this prize from the BCCI, the team will also receive the winner's purse of 4.48 million US dollars, which is approximately 40 crore rupees, from the International Cricket Council (ICC).",", animal advocate, and author of ‘",Celebrating a National Achievement,national,sports
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41335,"If your intention is pure, the universe becomes your co-author",ICC World Cup Cricket League-2: Nepal and UAE competing today,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: Nepal and the UAE are competing under the ICC World Cup Cricket League-2 today.",", animal advocate, and author of ‘","The match is being played at the Dubai International Stadium at 11:15am Nepali time. It is the final match in the ongoing series played by the US, Nepal and the UAE.",national,sports
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41329,"If your intention is pure, the universe becomes your co-author",The Rise of Golden Milk,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","How many of you have drunk turmeric milk after getting hurt? This drink is not only given when you are injured, but also when you are suffering from a cold. According to our elders, a mixture of turmeric and milk is a cure for every illness. An interesting point is that recently, this same milk is becoming popular abroad under the name 'Golden Milk'. This drink is no longer limited to our grandmothers' kitchens; expensive cafes and restaurants are also serving it in new styles. Turmeric milk can also help you lose weight. Have you ever heard this before?",", animal advocate, and author of ‘",Why Turmeric Milk is So Beneficial,national,business
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41332,"If your intention is pure, the universe becomes your co-author",Sudurpaschim University suffers land encroachment,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Dodhara Chandani (Kanchanpur), Nov 5: The Sudurpaschim University has faced an encroachment to its property.",", animal advocate, and author of ‘","As much as 300 bighas of land it has owned is encroached. Vice Chancellor of the University, Hemraj Pant, informed that its constituent campus, Tikapur Multiple Campus, was suffering the encroachment of such a massive property.",national,business
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41334,"If your intention is pure, the universe becomes your co-author",156 industries registered in three months in Kailali,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Attariya (Kailali), Nov 5: As many as 156 new industries have been registered in the district in three months.",", animal advocate, and author of ‘",The Office of Cottage and Small Industry in the district recorded 156 new industries in the first three months of the current fiscal year.,national,business
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41336,"If your intention is pure, the universe becomes your co-author",Drop in gold and silver price,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: The price of gold and silver has decreased in the domestic market today. The price of gold has decreased by Rs 1,100 per tola (11.66 grams) and that of silver by Rs 25 per tola. According to the Federation of Nepal Gold and Silver Dealers' Association, today gold is being traded at Rs 237,200 per tola and silver at Rs 2,990 per tola. The price of gold in the international market is around 3,970 US dollars per ounce today.",", animal advocate, and author of ‘",,national,business
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41339,"If your intention is pure, the universe becomes your co-author",Communications Minister launches free internet in Gongabu Bus Park,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: Minister for Communications and Information Technology Jagadish Kharel today launched a free internet services available at the Gongabu-based New Bus Park area. Providing free internet services in significant places of the Kathmandu Valley was the first decision of the Minister while assuming office on September 22.",", animal advocate, and author of ‘","On the occasion, the Minister said free internet services have been made available at 19 locations of the Kathmandu Valley including the New Bus Park. He also pledged to expand the facility outside the Kathmandu Valley as well, making it available in the capital of all seven provinces.",national,business
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41343,"If your intention is pure, the universe becomes your co-author",Health Minister Dr Sharma reshuffles Divisional Heads,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: The Ministry of Health and Population has reshuffled the responsibilities of various department heads. Ministry Spokesperson Dr Prakash Budhathoki said that the responsibilities of senior-level employees were reassigned by a ministerial decision with the aim of making the work related to the ministry more effective, efficient and organised.",", animal advocate, and author of ‘","According to him, the responsibilities of the heads of Family Welfare Division, the National Health Education, Information and Communication Centre, and the Epidemiology and Disease Control Division (EDCD) and the Management Division have been changed.",national,health
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41323,"If your intention is pure, the universe becomes your co-author",A Difficult Situation in a Remote Village,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","In the remote village of Bayal in Bajura, a woman was forced to give birth on the roadside just a year ago. Around one o'clock in the middle of the night, there was a commotion at the home of health worker Vinita Bisht Katuwal. Someone had arrived, urgently asking her to open the door. They explained that a pregnant woman on her way to the health post had gone into labor on the road. Hearing this news, Vinita immediately grabbed her delivery kit and ran into the darkness to reach the woman.",", animal advocate, and author of ‘",A Critical Emergency,national,society
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41328,"If your intention is pure, the universe becomes your co-author",One held for vandalizing Baneshwor Police Circle,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: The police have arrested a person involved in vandalism and arson on the Police Circle at New Baneshwor during the Gen Z protest. The District Police Office, Kathmandu arrested Shivam Chaudhary, 18, originally from Dhanusha district and currently staying at Mahalaxmi municipality of Lalitpur.",", animal advocate, and author of ‘",He had involved in torching and vandalizing Police Circe and the Parliament Building at New Baneshwor on September 9.,national,society
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41331,"If your intention is pure, the universe becomes your co-author",Nanak Jayanti being observed today,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: Guru Nanak Jayanti is being observed by the Sikh community living in Nepal and different parts of the world today. Guru Nanak is the founder of Sikh religion. The spiritual leader had inspired the humanity for tolerance, compassion and love.",", animal advocate, and author of ‘","The Sikh community celebrates the day with much reverence. The prayers are held, sermons recited and activities of human service performed on this occasion. Equality, peace and nonviolence are special messages of Guru Nanak.",national,society
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41333,"If your intention is pure, the universe becomes your co-author","Natural disasters, fire incidents on rise",2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: The fire incidents are on rise of late. The National Disaster Risk Reduction and Management Authority (NDRRMA) informed that in 24 hours- from November 3 to 4, nine such incidents were recorded across the country. Jhapa, Morang, Mahottari, Sarlahi, Rautahat, Bara, Gorkha, Parbat and Kailali districts witnessed the fire incidents, the NDRRMA said, adding that total 18 incidents occurred in the country in two days alone, claiming the lives of three persons and injuring eight others.",", animal advocate, and author of ‘","The incidents caused the damages worth Rs 1.1 million. Storm occurred in Rasuwa caused massive damage. The avalanche damaged a local hotel at Langtang of Gosaikunda-4. Even the landslides occurred in Bhojpur, Khotang and Lalitpur districts.",national,society
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41345,"If your intention is pure, the universe becomes your co-author","Possibility of rain in Koshi, Gandaki and Karnali",2025-11-06,2025-11-06,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 6: There is a possibility of light rain or snowfall at one or two places in the hilly regions of Koshi, Gandaki, and Karnali Provinces today.",", animal advocate, and author of ‘","The weather will remain partly cloudy in the hilly regions and mainly fair in the rest of the country, according to the Weather Forecasting Division.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41346,"If your intention is pure, the universe becomes your co-author",Executive Director Poudel appointed NRB spokesperson,2025-11-06,2025-11-06,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a",,", animal advocate, and author of ‘","Kathmandu, Nov 6: Executive Director Guru Prasad Poudel has been appointed as the spokesperson of Nepal Rastra Bank.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41327,"If your intention is pure, the universe becomes your co-author","Chair Oli, senior leader Khanal discuss unity",2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a",,", animal advocate, and author of ‘","Kathmandu, Nov 5: At a time when party split and unification bids are gaining pace among communist forces in the wake of Gen Z protest and election to the House of Representatives slated for coming March 5, Chairman of the CPN UML, KP Sharma Oli, and senior leader of the CPN (Unified Socialist), Jhalanath Khanal, held a meeting on Tuesday.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41337,"If your intention is pure, the universe becomes your co-author",NBA concerns government's decision of recalling ambassadors,2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: The Nepal Bar Association (NBA) has said that it is seriously concerned about the decision to recall the ambassadors, citing that the matter is under consideration in the Supreme Court.",", animal advocate, and author of ‘","In a press release issued today, NBA General Secretary Kedar Prasad Koirala has stated that there is serious concern regarding the government's recall of the ambassadors to work at the Ministry of Foreign Affairs while the matter related to the recent decision to call back the ambassador is under consideration in the Supreme Court and an interim order has been issued.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41341,"If your intention is pure, the universe becomes your co-author","Ten left forces, including CPN (Maoist Centre) and CPN (Unified Socialist), join hands",2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: Unification has been announced today among various leftist parties, including the CPN (Maoist Centre) and the CPN (Unified Socialist). At the special ceremony held today at local Bhrikuti Mandap, unity was announced among the leftist parties including the Maoist Centre, Unified Socialist, Nepal Socialist Party, Janasamajbadi Party Nepal, Nepal Communist Party, CPN (Maoist Socialist) and CPN (Communist).",", animal advocate, and author of ‘","After the declaration of unification, the unified party has been christened as 'Nepali Communist Party'. Party top leaders and workers, including Pushpa Kamal Dahal 'Prachanda', coordinator of the Maoist Centre, Madhav Kumar Nepal, chairman of the Unified Socialist, senior Maoist leader Narayan Kaji Shrestha, senior leader of the Unified Socialist Bamdev Gautam, Mahendra Ray Yadav, chairman of the Nepal Socialist Party, and Chiran Pun, general secretary of the Nepal Communist Party, among other leaders and party activists, attended the unity declaration gathering.",national,politics
https://kathmandupost.com/art-culture/2025/11/06/if-your-intention-is-pure-the-universe-becomes-your-co-author,https://english.ratopati.com/story/41344,"If your intention is pure, the universe becomes your co-author","Dahal elected coordinator of Nepali Communist Party, Nepal as joint-coordinator",2025-11-06,2025-11-05,"’s story is one of transformation. A traveller who has visited over a hundred countries, he once worked as an international cabin crew member. Today, he inspires others as a","Kathmandu, Nov 5: Pushpa Kamal Dahal 'Prachanda' has been elected as coordinator of Nepali Communist Party, formed after the unification of 10 political parties including CPN (Maoist Centre) and CPN (Unified Socialist). The unification national conference organised here on Wednesday elected Madhav Kumar Nepal as its joint-coordinator. Member of THE presidium, Mahindra Raya Yadav, proposed Dahal to the post of coordinator and Nepal as joint-coordinator of the newly formed party.",", animal advocate, and author of ‘","The conference had endorsed the proposal unanimously. On the occasion, senior leader of the Nepali Communist Party, Bamdev Gautam, leaders- Narayan Kaji Shrestha and Pampha Bhusal expressed the belief that the new party would fulfill the mandate of social revolution. Meanwhile, General Secretary of the erstwhile CPN (US) Party Ghanashyam Bhusal and leader Ram Kumari Jhankri and some other leaders have not joined the new party, while expressing their protests against the unification.§",national,politics
https://kathmandupost.com/columns/2025/11/06/xi-trump-meeting-and-the-global-order,https://en.nepalkhabar.com/news/detail/16024/,Xi–Trump meeting and the global order, President Paudel to return home this afternoon,2025-11-06,2025-11-06,"The recent meeting between Chinese President Xi Jinping and US President Donald Trump has reignited debate over the future of global power transitions. Beyond the symbolic handshake, the encounter represents an attempt to redefine the grammar of great-power engagement at a time of fragmentation, economic uncertainty and deep mistrust. Whether read as reconciliation or recalibration, the dialogue reflects how Washington and Beijing are wrestling to shape the next global order—one that will inevitably affect the Indo-Pacific region and smaller states like Nepal.","President Ramchandra Paudel is returning home this afternoon after participating in the Second World Summit for Social Development held in Doha, the capital of Qatar. During the visit, President Paudel addressed the main session of the Summit last Tuesday.","While much commentary has focused on optics and personal chemistry, the meeting’s underlying message was clear: Confrontation without communication risks global instability. Xi’s call for “mutual respect” and Trump’s rhetorical shift toward “constructive competition” signal a tactical pause rather than a transformation. Discussions reportedly covered trade, technology, Taiwan and the South China Sea, highlighting how security and economics are now inseparable in the US–China relations.","He also addressed the high-level roundtable conference on strengthening the three pillars of social development: poverty eradication, full and productive employment and decent work for all, and social inclusion organized during the summit.",national,politics
https://kathmandupost.com/columns/2025/11/06/xi-trump-meeting-and-the-global-order,https://en.nepalkhabar.com/news/detail/16029/,Xi–Trump meeting and the global order, President Paudel returns home wrapping up his Qatar visit,2025-11-06,2025-11-06,"The recent meeting between Chinese President Xi Jinping and US President Donald Trump has reignited debate over the future of global power transitions. Beyond the symbolic handshake, the encounter represents an attempt to redefine the grammar of great-power engagement at a time of fragmentation, economic uncertainty and deep mistrust. Whether read as reconciliation or recalibration, the dialogue reflects how Washington and Beijing are wrestling to shape the next global order—one that will inevitably affect the Indo-Pacific region and smaller states like Nepal.","President Ramchandra Paudel has returned home after participating in the Second World Summit for Social Development held in Doha, the capital of Qatar.","While much commentary has focused on optics and personal chemistry, the meeting’s underlying message was clear: Confrontation without communication risks global instability. Xi’s call for “mutual respect” and Trump’s rhetorical shift toward “constructive competition” signal a tactical pause rather than a transformation. Discussions reportedly covered trade, technology, Taiwan and the South China Sea, highlighting how security and economics are now inseparable in the US–China relations.","Vice President Ram Sahaya Prasad Yadav, Prime Minister Sushila Karki, Home Minister Om Prakash Aryal, Qatari Ambassador to Nepal, Foreign Secretary Amrit Bahadur Rai and the chiefs of security agencies welcomed President Paudel at the Tribhuvan International Airport (TIA). A squad of Nepali Army offered a guard of honor to the President on the occasion.",national,politics
